title,price,reference,description
PC Portable Gamer HP Victus 15-fa1003nk i5 13è Gén 32Go RTX 3050,"2 739,000 DT", [845B2EA-32G],
PC Portable LENOVO ThinkPad E16 Gén 1 i5 13è Gén 16G 512Go SSD - Noir,"2 745,000 DT", [21JN008QFE-16G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 8Go RTX 3050 - Noir,"2 759,000 DT", [BU-GF63-12UDX-214XFR-W11P],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 16G 512Go SSD - Noir,"2 759,000 DT", [21JK001TFE-16G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 16Go RTX 3050,"2 759,000 DT", [GF63-12UDX-214XFR-16G],
PC Portable Gamer LENOVO LOQ 15IRX9 i5 13ème Gén 32Go RTX 3050,"2 769,000 DT", [83DV00JDFG-32G],
PC Portable LENOVO ThinkPad E16 Gén 1 i5 13è Gén 24G 512Go SSD - Noir,"2 785,000 DT", [21JN008QFE-24G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 12Go RTX 3050 - Noir,"2 789,000 DT", [BU-GF63-12UDX-214XFR-12G-W11P],
PC Portable Gamer DELL G15 5535 AMD RYZEN 5 32Go RTX 3050,"2 789,000 DT", [G15-5535-R5-32G],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 24G 512Go SSD - Noir,"2 799,000 DT", [21JK001TFE-24G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 24Go RTX 3050,"2 815,000 DT", [GF63-12UDX-214XFR-24G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 16Go RTX 3050 - Noir,"2 819,000 DT", [BU-GF63-12UDX-214XFR-16G-W11P],
PC Portable DELL Latitude 5540 i5 13ème Gén 8Go 512Go SSD - Gris,"2 829,000 DT", [5540-I5-512SSD-1Y],
Pc Portable HP ProBook 450 G10 i7 13è Gén 8Go 512Go SSD - Silver,"2 839,000 DT", [85D06EA],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 32Go RTX 3050,"2 869,000 DT", [GF63-12UDX-214XFR-32G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 24Go RTX 3050 - Noir,"2 879,000 DT", [BU-GF63-12UDX-214XFR-24G-W11P],
,,,
,,,
PC Portable DELL Latitude 5540 i5 13ème Gén 16Go 512Go SSD - Gris,"2 899,000 DT", [5540-I5-512SSD-1Y-16G],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 8Go RTX 4050,"2 899,000 DT", [15A12VE-463XFR],
PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 8Go RTX 3050,"2 899,000 DT", [GF63-12UDX-213XFR],
PC Portable LENOVO IdeaPad Gaming 3 15ARH7 AMD RYZEN 5 32Go RTX 4050,"2 919,000 DT", [82SB00SJFG-32G],
PC Portable DELL Latitude 3540 i7 13ème Gén 8G 512Go SSD - Gris,"2 919,000 DT", [3540-I7-512SSD-1Y],
PC Portable DELL Latitude 5530 i5 12è Gén 8Go 256Go SSD - Gris,"2 925,000 DT", [5530-I5-256SSD-W11P-3Y],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 32Go RTX 3050 - Noir,"2 929,000 DT", [BU-GF63-12UDX-214XFR-32G-W11P],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 8Go RTX 4050,"2 959,000 DT", [BU-15A12VE-463XFR-W11P],
PC Portable Gamer MSI Thin GF63 12U i7 12ème Gén 8Go RTX 3050,"2 959,000 DT", [BU-GF63-12UDX-213XFR-W11P],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 16Go RTX 4050,"2 959,000 DT", [15A12VE-463XFR-16G],
PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 16Go RTX 3050,"2 959,000 DT", [GF63-12UDX-213XFR-16G],
PC Portable DELL Latitude 3540 i7 13è Gén 16G 512Go SSD - Gris,"2 969,000 DT", [3540-I7-512SSD-1Y-16G],
PC Portable HP ENVY x360 2-in-1 15-fe0002nk i5 13è Gén 8Go 512Go SSD - Silver,"2 969,000 DT", [845G9EA],
PC Portable DELL Latitude 5540 i5 13è Gén 8Go 512Go SSD - Gris,"2 989,000 DT", [5540-I5-3Y],
PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 24Go RTX 3050,"2 989,000 DT", [GF63-12UDX-213XFR-24G],
PC Portable ASUS ExpertBook B5 Flip i7 13è Gén 16Go 512Go SSD - Noir,"2 999,000 DT", [B5402FVA-KA0627],
PC Portable MSI Prestige 15 i7 12ème Gén 8Go GTX 1650,"2 999,000 DT", [BU-9S7-16S811-033],
PC Portable Gamer MSI Katana 15 B12U i5 12è Gén 8Go RTX 3050,"2 999,000 DT", [B12UDXK-644XFR],
PC Portable Gamer LENOVO LOQ 15APH8 AMD RYZEN 7 16Go RTX 3050,"2 999,000 DT", [82XT00BVFG],
PC Portable MSI Prestige 15 i7 12è Gén 8Go GTX 1650,"2 999,000 DT", [9S7-16S811-033],
PC Portable ASUS Vivobook S14 Flip i7 13è Gén 8G 512Go SSD - Silver,"3 009,000 DT", [TP3402VA-LZ264W-SIN],
PC Portable LENOVO ThinkPad E14 Gén 4 i7 12è Gén 8G 512Go SSD - Noir,"3 009,000 DT", [BU-21E300AWFE],
PC Portable LENOVO ThinkPad E14 Gén 4 i7 12è Gén 8Go 512Go SSD - Noir,"3 009,000 DT", [21E300AWFE],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 16Go RTX 4050,"3 019,000 DT", [BU-15A12VE-463XFR-16G-W11P],
PC Portable Gamer MSI Thin GF63 12U i7 12ème Gén 16Go RTX 3050,"3 019,000 DT", [BU-GF63-12UDX-213XFR-16G-W11P],
,,,
,,,
PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 32Go RTX 3050,"3 025,000 DT", [GF63-12UDX-213XFR-32G],
PC Portable Gamer MSI Katana 17 B12U i7 12è Gén 16Go RTX 2050,"3 035,000 DT", [B12UCXK-660XFR],
PC Portable Gamer MSI Thin GF63 12U i7 12ème Gén 24Go RTX 3050,"3 049,000 DT", [BU-GF63-12UDX-213XFR-24G-W11P],
PC Portable DELL Latitude 5540 i5 13è Gén 16Go 512Go SSD - Gris,"3 059,000 DT", [5540-I5-3Y-16G],
PC Portable ASUS Vivobook S14 Flip i7 13è Gén 8Go 512Go SSD - Silver,"3 059,000 DT", [TP3402VA-LZ264W],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 24Go RTX 4050,"3 065,000 DT", [15A12VE-463XFR-24G],
PC Portable LENOVO ThinkPad E14 Gén 4 i7 12è Gén 16Go 512G SSD - Noir,"3 069,000 DT", [BU-21E300AWFE-16G],
PC Portable LENOVO ThinkPad E14 Gén 4 i7 12è Gén 16G 512Go SSD - Noir,"3 069,000 DT", [21E300AWFE-16G],
PC Portable Gamer MSI Thin GF63 12VF i5 12è Gén 16Go RTX 4060,"3 079,000 DT", [GF63-12VF-414XFR],
PC Portable Gamer MSI Thin GF63 12U i7 12ème Gén 32Go RTX 3050,"3 085,000 DT", [BU-GF63-12UDX-213XFR-32G-W11P],
PC Portable Gamer LENOVO LOQ 15APH8 AMD RYZEN 7 24Go RTX 3050,"3 085,000 DT", [82XT00BVFG-24G],
Pc Portable HP EliteBook 860 G9 i5 12è Gén 8Go 256Go SSD - Silver,"3 085,000 DT", [5P7W7ES],
PC Portable Gamer MSI Katana 15 B12U i5 12è Gén 16Go RTX 3050,"3 089,000 DT", [B12UDXK-644XFR-16G],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 8Go RTX 4060,"3 099,000 DT", [TUF507NV-LP099W],
PC Portable LENOVO ThinkPad E14 Gén 4 i7 12è Gén 24Go 512G SSD - Noir,"3 119,000 DT", [BU-21E300AWFE-24G],
PC Portable LENOVO ThinkPad E14 Gén 4 i7 12è Gén 24G 512Go SSD - Noir,"3 119,000 DT", [21E300AWFE-24G],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12ème Gén 24Go RTX 4050,"3 125,000 DT", [BU-15A12VE-463XFR-24G-W11P],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 32Go RTX 4050,"3 125,000 DT", [15A12VE-463XFR-32G],
PC Portable LENOVO ThinkPad E16 Gen 2 Ultra 7 155H 16Go 512Go SSD - Noir,"3 129,000 DT", [21MA001LFE],
PC Portable Gamer MSI Thin GF63 12VF i5 12è Gén 16Go RTX 4060,"3 139,000 DT", [BU-GF63-12VF-414XFR-W11P],
PC Portable LENOVO ThinkPad E14 Gen 5 i7 13è Gén 8Go 512Go SSD - Noir,"3 145,000 DT", [21JK001PFE],
PC Portable Gamer MSI Katana 17 B12U i5 12è Gén 16Go RTX 3050,"3 149,000 DT", [B12UDXK-421XFR-16G],
PC Portable Gamer GIGABYTE G5 KF5 i5 13è Gén 16Go RTX 4060,"3 159,000 DT", [G5KF5-I5],
PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 16Go RTX 3050,"3 159,000 DT", [83DV00JRFG],
PC Portable Gamer MSI Thin GF63 12VF i5 12è Gén 24Go RTX 4060,"3 159,000 DT", [GF63-12VF-414XFR-24G],
,,,
,,,
PC Portable Gamer LENOVO LOQ 15APH8 AMD RYZEN 7 32Go RTX 3050,"3 165,000 DT", [82XT00BVFG-32G],
PC Portable Gamer MSI Katana 15 B12U i5 12è Gén 24Go RTX 3050,"3 165,000 DT", [B12UDXK-644XFR-24G],
PC Portable ASUS Vivobook S14 Flip i7 13è Gén 24Go 512Go SSD - Silver,"3 175,000 DT", [TP3402VA-LZ264W-24G],
PC Portable Gamer LENOVO LOQ 15IRX9 i7 13è Gén 24Go RTX 3050,"3 175,000 DT", [83DV00A2FG-24G],
PC Portable Gamer DELL G15 5530 i7 13ème Gén 16Go RTX 3050,"2 979,000 DT", [G15-5530-I7-3Y-SIN],
PC Portable Gamer DELL G15 5530 i7 13è Gén 24Go RTX 3050,"3 179,000 DT", [G15-5530-I7-24G],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12ème Gén 32Go RTX 4050,"3 185,000 DT", [BU-15A12VE-463XFR-32G-W11P],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 16Go RTX 4060,"3 195,000 DT", [TUF507NV-LP099W-16G],
PC Portable LENOVO ThinkPad E16 Gen 1 i7 13è Gén 16Go 512Go SSD - Noir,"3 199,000 DT", [21JN007VFE],
PC Portable Gamer GIGABYTE G5MF5 i7 13è Gén 16Go RTX 4050,"3 199,000 DT", [GIGABYTE-G5MF5-I7],
PC Portable LENOVO ThinkPad E14 Gen 5 i7 13è Gén 16Go 512Go SSD - Noir,"3 199,000 DT", [21JK001PFE-16G],
PC Portable Gamer MSI Thin GF63 12VF i5 12è Gén 32Go RTX 4060,"3 205,000 DT", [GF63-12VF-414XFR-32G],
PC Portable Gamer MSI Thin GF63 12VF i5 12è Gén 24Go RTX 4060,"3 219,000 DT", [BU-GF63-12VF-414XFR-24G-W11P],
PC Portable Gamer MSI Katana 15 B12U i5 12è Gén 32Go RTX 3050,"3 225,000 DT", [B12UDXK-644XFR-32G],
PC Portable DELL Latitude 3540 i7 13è Gén 8Go 512Go SSD - Gris,"3 229,000 DT", [3540-I7-MX],
PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 24Go RTX 3050,"3 229,000 DT", [83DV00JRFG-24G],
PC Portable Gamer MSI Katana 17 B12U i5 12è Gén 24Go RTX 3050,"3 229,000 DT", [B12UDXK-421XFR-24G],
PC Portable Gamer GIGABYTE G5 KF5 i5 13è Gén 24Go RTX 4060,"3 239,000 DT", [G5KF5-I5-24G],
PC Portable Gamer LENOVO LOQ 15IRX9 i7 13è Gén 32Go RTX 3050,"3 245,000 DT", [83DV00A2FG-32G],
PC Portable LENOVO ThinkPad E16 Gen 1 i7 13ème Gén 24Go 512Go SSD - Noir,"3 255,000 DT", [21JN007VFE-24G],
PC Portable LENOVO ThinkPad E14 Gen 5 i7 13è Gén 24Go 512Go SSD - Noir,"3 259,000 DT", [21JK001PFE-24G],
PC Portable Gamer DELL G15 5530 i7 13è Gén 32Go RTX 3050,"3 259,000 DT", [G15-5530-I7-32G],
PC Portable Gamer MSI Thin GF63 12VF i5 12ème Gén 32G RTX 4060,"3 265,000 DT", [BU-GF63-12VF-414XFR-32G-W11P],
PC Portable Gamer GIGABYTE G5MF5 i7 13è Gén 24Go RTX 4050,"3 279,000 DT", [GIGABYTE-G5MF5-I7-24G],
,,,
,,,
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 24Go RTX 4060,"3 289,000 DT", [TUF507NV-LP099W-24G],
Pc Portable ASUS Zenbook 14X OLED i5 12è Gén 8Go 512Go SSD - Gris,"3 299,000 DT", [UX5401ZA-KN100W],
PC Portable Gamer MSI Katana 15 B12V i5 12è Gén 8Go RTX 4060,"3 299,000 DT", [B12VFK-639XFR],
PC Portable Gamer MSI Katana 17 B12U i5 12è Gén 32Go RTX 3050,"3 309,000 DT", [B12UDXK-421XFR-32G],
PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 32Go RTX 3050,"3 315,000 DT", [83DV00JRFG-32G],
PC Portable Gamer GIGABYTE G5 KF5 i5 13è Gén 32Go RTX 4060,"3 329,000 DT", [G5KF5-I5-32G],
APPLE MacBook Air M1 8Go 256Go SSD - Gris,"3 339,000 DT", [MGN63FN-A],
PC Portable Gamer GIGABYTE G5MF5 i7 13è Gén 32Go RTX 4050,"3 349,000 DT", [GIGABYTE-G5MF5-I7-32G],
PC Portable LENOVO ThinkPad L15 Gén 3 i5 12è Gén 8Go 256Go SSD - Noir,"3 349,000 DT", [21C3002RFE],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 32Go RTX 4060,"3 359,000 DT", [TUF507NV-LP099W-32G],
PC Portable Gamer MSI Katana 15 B12V i5 12è Gén 16Go RTX 4060,"3 375,000 DT", [B12VFK-639XFR-16G],
PC Portable Gamer MSI Katana 17 B12V i5 12è Gén 16Go RTX 4050,"3 379,000 DT", [B12VEK-419XFR-16G],
 PC Portable Gamer LENOVO LOQ 15IRX9 i7 13è Gén 16Go RTX 4050,"3 399,000 DT", [83DV00A6FG],
PC Portable LENOVO ThinkPad E16 Gen 1 i7 13è Gén 40Go 512Go SSD - Noir,"3 399,000 DT", [21JN007VFE-40G],
PC Portable Gamer MSI Katana 17 B12U i7 12è Gén 8Go RTX 3050,"3 399,000 DT", [B12UDXK-420XFR],
PC Portable Gamer LENOVO LOQ 15IRH8 i7 13è Gén 16Go RTX 4050,"3 399,000 DT", [82XV00D4FG],
PC Portable LENOVO ThinkPad L14 Gen 5 AMD RYZEN 5 Pro 8Go 512Go SSD - Noir,"3 439,000 DT", [21L50005FE],
PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 16Go RTX 4050,"3 449,000 DT", [83DV00JUFG],
PC Portable Gamer ASUS TUF Gaming F17 i7 12è Gén 16Go RTX 3050,"3 449,000 DT", [TUF707ZC4-HX016W],
PC Portable Gamer MSI Katana 15 B12V i5 12è Gén 24Go RTX 4060,"3 449,000 DT", [B12VFK-639XFR-24G],
PC Portable Gamer MSI Katana 17 B12U i7 12è Gén 16Go RTX 3050,"3 479,000 DT", [B12UDXK-420XFR-16G],
PC Portable Gamer ASUS TUF Gaming F17 i7 12è Gén 24Go RTX 3050,"3 509,000 DT", [TUF707ZC4-HX016W-24G],
PC Portable Gamer MSI Katana 15 B12V i5 12è Gén 32Go RTX 4060,"3 519,000 DT", [B12VFK-639XFR-32G],
PC Portable Gamer GIGABYTE G5 KF5 i7 13è Gén 16Go RTX 4060,"3 555,000 DT", [GIGABYTE-G5KF5-I7],
,,,
,,,
PC Portable Gamer ASUS TUF Gaming F17 i7 12è Gén 32Go RTX 3050,"3 559,000 DT", [TUF707ZC4-HX016W-32G],
PC Portable Gamer LENOVO LOQ 15IRH8 i7 13è Gén 16Go RTX 4050,"3 599,000 DT", [82XV00L8FG],
PC Portable Gamer GIGABYTE G5 KF5 i7 13è Gén 24Go RTX 4060,"3 645,000 DT", [GIGABYTE-G5KF5-I7-24G],
PC Portable Gamer GIGABYTE G5MF5 i7 13è Gén 64Go RTX 4050,"3 659,000 DT", [GIGABYTE-G5MF5-I7-64G],
PC Portable ASUS ExpertBook B9 B9400 i7 12ème Gén 16Go 1To SSD - Noir,"3 729,000 DT", [B9400CBA-KC0644],
PC Portable Gamer GIGABYTE G5 KF5 i7 13è Gén 32Go RTX 4060,"3 745,000 DT", [GIGABYTE-G5KF5-I7-32G],
PC Portable HP EliteBook 650 i5 13è Gén 16Go 512Go SSD - Silver,"3 759,000 DT", [9G2P6ET],
Tablette Pc Portable HUAWEI MateBook E i7 12è Gén 16G 512Go SSD - Gris,"3 789,000 DT", [BU-DIRACR-W7651T],
Tablette Pc Portable HUAWEI MateBook E i7 12è Gén 16Go 512Go SSD - Gris,"3 789,000 DT", [DIRACR-W7651T],
PC Portable DELL Latitude 5540 i7 13è Gén 16Go 512Go SSD - Gris,"3 829,000 DT", [5540-I7-3Y],
PC Portable HP ENVY x360 2-in-1 15-fe0001nk i7 13è Gén 16Go 512Go SSD - Silver,"3 869,000 DT", [845J9EA],
PC Portable DELL Latitude 5440 i7 13è Gén 16Go 512G SSD - Gris,"3 899,000 DT", [5440-I7-512SSD-3Y],
PC Portable DELL Latitude 5540 i7 13è Gén 32Go 512Go SSD - Gris,"3 989,000 DT", [5540-I7-3Y-32G],
PC Portable Gamer GIGABYTE G5 KF5 i7 13è Gén 64Go RTX 4060,"3 999,000 DT", [GIGABYTE-G5KF5-I7-64G],
PC Portable ASUS ExpertBook B9 OLED Intel Core 7 150U 16Go 1To SSD - Noir,"3 999,000 DT", [B9403CVAR-KM1095],
PC Portable HP Spectre x360 2-in-1 14-ef2003nk i5 13è Gén 16Go 512Go SSD - Noir,"4 155,000 DT", [845A1EA],
PC Portable LENOVO ThinkPad T14 Gen 4 i5 13è Gén 16Go 1To SSD - Noir,"4 199,000 DT", [21HES2TL00],
PC Portable Gamer HP OMEN 16-k0010nk i5 12è Gén 16Go RTX 3060,"4 249,000 DT", [6U8Y3EA],
APPLE MacBook Air M2 (2022) 8Go 256Go SSD - Silver,"4 329,000 DT", [MLXY3FN/A],
APPLE MacBook Air M2 (2022) 8Go 256Go SSD - Minuit ,"4 329,000 DT", [MLY33FN-A],
APPLE MacBook Air M2 (2022) 8Go 256Go SSD - Gris Sidéral,"4 335,000 DT", [MLXW3FN/A],
APPLE MacBook Air M2 (2022) 8Go 256Go SSD - Lumière stellaire ,"4 335,000 DT", [MLY13FN-A],
PC Portable LENOVO ThinkPad T14 Gen 4 i5 13è Gén 16G 1To SSD - Noir,"4 349,000 DT", [21HESCDE00],
PC Portable Gamer MSI KATANA 17 B13V i7 13è Gén 16Go RTX 4060,"4 429,000 DT", [B13VFK-1043FR],
,,,
,,,
PC Portable ASUS TUF Gaming A16 Advantage Edition AMD Ryzen 9 16Go 512Go SSD ,"4 539,000 DT", [FA617XS-N4085W],
APPLE MacBook Air M3 8Go 256Go SSD - Silver,"4 589,000 DT", [MRXQ3FN/A],
APPLE MacBook Air M3 8Go 256Go SSD - Gris Sidéral ,"4 589,000 DT", [MRXN3FN/A],
APPLE MacBook Air M3 8Go 256Go SSD - Minuit,"4 589,000 DT", [MRXV3FN/A],
PC Portable Gamer MSI KATANA 17 B13V i7 13è Gén 32Go RTX 4060,"4 609,000 DT", [B13VFK-1043FR-32G],
PC Portable ASUS ExpertBook B9 OLED i7 13è Gén 16Go 1To SSD - Noir,"4 759,000 DT", [B9403CVA-KM0274],
Pc Portable HP ENVY 15-ep1144nf i5 11è Gén 16Go 512 Go SSD ,"4 785,000 DT", [601F2EA],
Pc Portable HP ENVY 15-ep0005nk i5 10è Gén 16Go 512Go SSD,"4 889,000 DT", [455Y9EA],
PC Portable Gamer HP OMEN 16-n0007nk AMD RYZEN 7 16Go RTX 3070Ti,"4 929,000 DT", [6U8Y8EA],
PC Portable HP ENVY x360 2-in-1 15-fe0000nk i7 13è Gén 16Go RTX 3050 - Silver,"4 989,000 DT", [845N4EA],
PC Portable ASUS TUF Gaming F15 i7 13è Gén 8Go RTX 4070,"4 989,000 DT", [TUF507VI-LP089W],
PC Portable ASUS TUF Gaming A15 AMD RYZEN 9 8Go RTX 4070,"4 995,000 DT", [TUF507UI-LP063W],
PC Portable LENOVO ThinkPad L13 Yoga Gen 4 i7 13è Gén 16Go 512Go SSD - Noir,"4 999,000 DT", [21FJ0028FE],
PC Portable Gamer LENOVO Légion Pro 5 16ARX8 AMD RYZEN 7 16Go RTX 4050,"4 999,000 DT", [82WM00CCFG],
PC Portable Gamer LENOVO Légion Pro 5 16ARX8 AMD RYZEN 7 24Go RTX 4050,"5 075,000 DT", [82WM00CCFG-24G],
PC Portable LENOVO ThinkPad T16 Gen 1 i7 12è Gén 32Go 512Go SSD - Noir,"5 089,000 DT", [21BWS1H60Y-QWERTY],
Pc Portable ASUS Zenbook S 13 OLED Ultra 7 155U 32Go 1To SSD - Gris,"5 119,000 DT", [UX5304MA-NQ039W],
PC Portable Gamer LENOVO Légion Pro 5 16ARX8 AMD RYZEN 7 32Go RTX 4050,"5 139,000 DT", [82WM00CCFG-32G],
PC Portable ASUS TUF Gaming F15 i7 13è Gén 32Go RTX 4070,"5 229,000 DT", [TUF507VI-LP089W-32G],
PC Portable Gamer LENOVO Légion Pro 5 16IRX8 i7 13è Gén 16Go RTX 4060,"5 299,000 DT", [82WK00B9FG],
PC Portable Gamer LENOVO Légion 5 16IRX9 i7 14è Gén 16Go RTX 4060,"5 385,000 DT", [83DG0067FG],
PC Portable HP EliteBook 840 G10 i7 13è Gén 16Go 512Go SSD - Silver,"5 399,000 DT", [96Z63ET],
PC Portable LENOVO ThinkPad L13 Yoga Gen 4 i7 13è Gén 32Go 1To SSD - Noir,"5 439,000 DT", [21FKS21400],
Pc Portable HP EliteBook 860 G10 i7 13è Gén 8Go 256Go SSD - Silver,"5 449,000 DT", [8A3L2EA],
PC Portable LENOVO ThinkPad T14s Gen 4 i7 13è Gén 32Go 1To SSD - Noir,"5 499,000 DT", [21F7S6KF00],
,,,
,,,
PC Portable Gamer LENOVO Légion 5 16IRX9 i7 14è Gén 16G RTX 4060,"5 499,000 DT", [BU-83DG0067FG],
PC Portable ASUS TUF Gaming F15 i7 13è Gén 64Go RTX 4070,"5 539,000 DT", [TUF507VI-LP089W-64G],
PC Portable LENOVO ThinkPad L13 2-en-1 Gen 5 Ultra 7 165U 32Go 1To SSD - Noir,"5 549,000 DT", [21LNS0DK00],
APPLE MacBook Air M2 8Go 512Go SSD - Lumière stellaire,"5 589,000 DT", [MLY23FN/A],
PC Portable DELL Latitude 7450 Ultra 7 165U 16Go 512Go SSD - Gris,"5 599,000 DT", [LAT-7450-512],
APPLE MacBook Air M2 (2023) 8Go 256Go SSD - Silver ,"5 619,000 DT", [MQKR3FN/A],
APPLE MacBook Air M2 (2023) 8Go 256Go SSD - Lumière stellaire ,"5 629,000 DT", [MQKU3FN/A],
APPLE MacBook Air M2 8Go 512Go SSD - Minuit,"5 779,000 DT", [MQKX3FN/A],
PC Portable Gamer GIGABYTE AORUS 16X ASG i7 14è Gén 16Go RTX 4070,"5 879,000 DT", [AORUS-16X-ASG-I7],
PC Portable Gamer ASUS ROG Strix G16 i9 14è Gén 16Go RTX 4060,"6 415,000 DT", [G614JVR-N4084W],
PC Portable Gamer LENOVO Légion 5 Pro 16ARH7H AMD RYZEN 9 16Go RTX 3070TI,"6 439,000 DT", [82RG00AQFG],
PC Portable Gamer LENOVO Légion Pro 5 16IRX8 i7 13è Gén 16Go RTX 4070,"6 499,000 DT", [82WK00JYFG],
PC Portable Gamer LENOVO Légion Pro 5 16IRX9 i9 14è Gén 32Go RTX 4060,"6 929,000 DT", [83DF00D6FG],
PC Portable Gamer LENOVO Légion Pro 5 16ARX8 AMD RYZEN 9 16Go RTX 4070,"6 999,000 DT", [82WM00CDFG],
PC Portable Gamer GIGABYTE AORUS 16X ASG i9 14è Gén 32Go RTX 4070,"7 059,000 DT", [AORUS-16X-ASG-I9],
APPLE MacBook Pro M3 (2023) 8Go 512Go SSD - Gris Sidéral,"7 129,000 DT", [MTL73FN/A],
PC Portable Gamer ASUS ROG Strix G16 i9 14è Gén 32Go RTX 4060,"7 249,000 DT", [G614JVR-N4165W],
PC Portable DELL Latitude 7350 2-en-1 Ultra 7 165U 16Go 512Go SSD - Gris,"7 299,000 DT", [LAT-7350],
PC Portable LENOVO ThinkPad X1 Carbon Gen 11 i7 13è Gén 32Go 1To SSD - Noir,"7 299,000 DT", [21HNSH3Y00],
PC Portable LENOVO ThinkPad X1 Carbon Gen 12 Ultra 7 155U 32Go 1To SSD – Noir,"7 559,000 DT", [21KDS0K800],
PC Portable Gamer ASUS ROG Strix G16 i9 14è Gén 32Go RTX 4070,"8 119,000 DT", [G614JIR-N4063W],
APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Silver,"8 779,000 DT", [MRX63FN/A],
APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Noir Sidéral ,"8 779,000 DT", [MRX33FN/A],
PC Portable DELL Latitude 7350 Détachable Ultra 7 164U 32Go 512Go SSD - Bleu,"9 699,000 DT", [LAT-7350-TAB],
APPLE MacBook Pro M3 Pro 18Go 1To SSD - Noir Sidéral,"10 499,000 DT", [MRX43FN/A],
,,,
,,,
APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Noir Sidéral ,"10 689,000 DT", [MRW13FN/A],
PC Portable Gamer ASUS ROG Zephyrus G16 Ultra 9 185H 32Go RTX 4080,"11 159,000 DT", [GU605MZ-QR092W],
,,,
,,,
